"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Spider-Man",2002,121,139000000,7.4,63228,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,0,0,0,0,0,0
"Spider-Man 2",2004,127,200000000,7.9,40256,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG-13",1,0,0,0,0,0,0
"Spiders",2000,95,2000000,3.2,511,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Spies Like Us",1985,102,22000000,5.7,6434,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Spin Cycle, The",2004,9,5300,8.8,5,0,0,0,0,0,0,44.5,0,0,64.5,"",0,0,0,0,0,0,1
"Spinal Tap: The Final Tour",1998,20,50000,6.6,5,0,24.5,0,0,0,24.5,24.5,24.5,0,24.5,"",0,0,1,0,0,0,1
"Spirit of America, The",2001,3,60000,6,14,0,4.5,0,4.5,0,14.5,0,14.5,14.5,44.5,"",0,0,0,0,0,0,1
"Spirit of St. Louis, The",1957,135,6000000,7.1,1007,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Spirit: Stallion of the Cimarron",2002,86,80000000,6.4,2738,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,1,0,0,0,0,0
"Spirithunter, The",2004,115,100000,8.3,7,0,0,0,0,0,14.5,24.5,14.5,0,44.5,"",0,0,0,0,0,0,0
"Spitfire Grill, The",1996,117,6000000,6.7,2245,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Splash",1984,111,8000000,6.3,9428,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,1,0
"Split Second",1992,90,7000000,5.3,1120,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",1,0,0,0,0,0,0
"SpongeBob SquarePants Movie, The",2004,90,30000000,6.5,2672,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,24.5,"PG",0,1,1,0,0,0,0
"Spook",2003,93,1000000,8.3,7,0,0,0,0,0,24.5,0,14.5,24.5,24.5,"",0,0,0,0,0,0,0
"Spotless",2005,90,250000,3.9,44,4.5,14.5,4.5,4.5,0,4.5,4.5,14.5,24.5,24.5,"",1,0,0,0,0,0,0
"Spring Fever",1982,100,4300000,4.3,24,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Spring Forward",1999,110,2000000,7.1,307,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Spudmonkey",2001,88,1100000,7.8,8,0,0,0,0,0,45.5,0,14.5,0,34.5,"",0,0,1,0,0,0,0
"Spun",2002,106,2800000,6.2,3924,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,1,0,0,0
"Spy Game",2001,126,92000000,7,16736,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,1,0,0,0
"Spy Hard",1996,81,18000000,4.5,4686,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Spy Kids",2001,88,35000000,6.2,7400,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",1,0,1,0,0,0,0
"Spy Kids 2: Island of Lost Dreams",2002,99,39000000,5.8,3175,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,0,1,0,0,0,0
"Spy Kids 3-D: Game Over",2003,84,39000000,4.7,2597,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",1,0,1,0,0,0,0
"Spy Who Loved Me, The",1977,123,14000000,6.9,8130,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",1,0,0,0,0,0,0
"Squaw Man, The",1914,72,15450,6.3,41,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Squeeze",1997,102,155000,4.9,57,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"St. Louis Kid, The",1934,67,80000,6.4,50,0,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,14.5,"",0,0,0,1,0,0,0
"St. Valentine's Day Massacre, The",1967,100,1000000,6.1,380,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Stacey",1973,81,100000,5.6,12,0,0,4.5,24.5,14.5,24.5,4.5,4.5,4.5,0,"",1,0,0,1,0,0,0
"Stag",1997,91,3000000,5.5,305,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"",1,0,0,1,0,0,0
"Stage Door",1937,92,952000,7.6,1085,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Stagecoach",1939,96,531300,8,5646,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",1,0,0,1,0,1,0
"Stakeout on Dope Street",1958,89,35000,7,9,0,0,14.5,14.5,0,24.5,14.5,14.5,0,34.5,"",0,0,0,1,0,0,0
"Stalag 17",1953,116,1315000,8.2,7153,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Stand by Me",1986,89,8000000,8,30805,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Stand-In, The",1999,100,400000,5.6,42,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"PG",0,0,0,1,0,0,0
"Standalone",2005,108,245000,7.3,10,0,14.5,0,0,14.5,24.5,14.5,14.5,14.5,34.5,"",1,0,0,1,0,0,0
"Standing by Yourself",2002,65,1000,9.1,8,0,0,14.5,0,0,0,14.5,24.5,14.5,34.5,"",0,0,0,0,1,0,0
"Stanley",1972,108,125000,3.9,36,14.5,4.5,14.5,4.5,14.5,14.5,4.5,14.5,0,4.5,"",0,0,0,0,0,0,0
"Stanley and Livingstone",1939,101,2000000,7.2,175,4.5,0,0,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0
"Star Is Born, A",1937,111,1173639,7.5,687,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0
"Star Is Born, A",1954,176,5019770,7.7,1856,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Star Is Born, A",1976,139,6000000,5,755,14.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,1,0,1,0
"Star Kid",1997,101,12000000,5,269,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,0,0,0,0,0
"Star Trek III: The Search for Spock",1984,105,17000000,6.2,9808,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",1,0,0,0,0,0,0
"Star Trek IV: The Voyage Home",1986,136,25000000,7.1,11647,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,0,0
"Star Trek V: The Final Frontier",1989,107,27800000,4.8,9215,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Star Trek VI: The Undiscovered Country",1991,113,30000000,6.9,10367,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,0,0,0,0
"Star Trek the Experience: The Klingon Encounter",1998,4,70000000,7,170,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,"",1,0,0,0,0,0,1
"Star Trek: First Contact",1996,106,45000000,7.3,25046,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",1,0,0,0,0,0,0
"Star Trek: Generations",1994,118,35000000,6.2,12651,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",1,0,0,1,0,0,0
"Star Trek: Insurrection",1998,103,58000000,6.3,13395,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG",1,0,0,1,0,1,0
"Star Trek: Nemesis",2002,116,70000000,6.5,11785,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",1,0,0,1,0,0,0
"Star Trek: The Motion Picture",1979,143,35000000,5.8,10752,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",0,0,0,0,0,0,0
"Star Trek: The Wrath of Khan",1982,116,11000000,7.6,16333,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG",1,0,0,0,0,0,0
"Star Wars",1977,125,11000000,8.8,134640,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"PG",1,0,0,0,0,0,0
"Star Wars: Episode I - The Phantom Menace",1999,133,115000000,6.4,84488,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"PG",1,0,0,0,0,0,0
"Star Wars: Episode II - Attack of the Clones",2002,120,120000000,7,63889,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG",1,0,0,0,0,0,0
"Star Wars: Episode V - The Empire Strikes Back",1980,129,18000000,8.8,103706,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"PG",1,0,0,0,0,0,0
"Star Wars: Episode VI - Return of the Jedi",1983,135,32500000,8.1,82471,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG",1,0,0,0,0,0,0
"Star of Midnight",1935,90,280000,7,89,0,0,0,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,1,0
"Star!",1968,120,14000000,6,290,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,"",0,0,0,0,0,0,0
"Star-Crossed",2003,105,2500,8.4,69,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,74.5,"",0,0,0,0,0,1,0
"Stardust Memories",1980,91,10000000,6.8,2148,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,1,1,0,0,0
"Stargate",1994,130,55000000,6.4,17520,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"",1,0,0,0,0,0,0
"Stark Raving Mad",2002,102,5000000,6.2,601,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Starkweather",2004,92,1000000,4.6,89,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Starman",1984,115,24000000,6.8,5541,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"",0,0,0,1,0,1,0
"Starship Troopers",1997,129,95000000,6.7,32618,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",1,0,0,0,0,0,0
"Starsky & Hutch",2004,101,60000000,6.3,13529,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"State Fair",1962,118,4500000,5.5,175,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"State of the Union",1948,124,2600000,7.2,454,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"",0,0,1,1,0,1,0
"State's Evidence",2004,89,400000,7,12,14.5,0,0,0,0,0,4.5,0,4.5,64.5,"",0,0,0,1,0,0,0
"Statement, The",2003,120,23000000,6.1,710,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Stateside",2004,97,16000000,5.4,247,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Station Agent, The",2003,88,500000,8.1,7112,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Stationery Games",2002,28,2500,6.1,7,0,44.5,0,0,0,0,14.5,0,0,44.5,"",0,0,0,0,0,1,1
"Statski sovetnik",2005,208,4000000,7,64,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,4.5,34.5,"",0,0,0,1,0,0,0
"Steagle, The",1971,87,1850000,4.2,15,4.5,14.5,0,24.5,14.5,14.5,4.5,4.5,14.5,4.5,"",0,0,1,0,0,0,0
"Steaks, The",2000,107,1000,8.7,10,0,0,0,0,0,14.5,0,34.5,34.5,34.5,"",0,0,1,1,0,1,0
"Steal Big Steal Little",1995,135,35000000,4.6,263,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Stealing Harvard",2002,82,25000000,4.7,2547,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Steam Cloud Rising",2004,100,25000,6.4,8,24.5,0,0,0,0,14.5,14.5,24.5,0,24.5,"",0,0,0,1,0,0,0
"Steamboat Willie",1928,8,4986,7.6,386,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,34.5,"",0,1,1,0,0,0,1
"Steamboy",2004,126,20000000,6.6,529,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",1,1,0,1,0,0,0
"Steaming",1985,102,3000000,5,58,4.5,0,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"Steel",1997,97,16000000,2.6,1607,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Steel Helmet, The",1951,85,103000,7.6,259,4.5,0,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0
"Steel Legends: Railroads of the Northeast",2000,60,17500,8.5,48,4.5,4.5,0,0,0,0,14.5,24.5,34.5,24.5,"",0,0,0,0,1,0,0
"Steel Spirit",2002,90,20000,6,8,0,0,0,0,0,24.5,0,24.5,14.5,34.5,"",1,0,0,0,0,0,0
"Stella Dallas",1925,110,700000,7.6,12,0,0,0,0,4.5,4.5,4.5,45.5,4.5,14.5,"",0,0,0,1,0,0,0
"Stepford Wives, The",2004,93,90000000,5.3,7773,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Stepmom",1998,124,50000000,6.1,7470,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Stereo",1969,65,3500,4.7,86,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Steven Spielberg's Movie",2001,25,11000,1.7,37,24.5,4.5,4.5,0,0,4.5,0,0,0,64.5,"",0,0,1,0,0,0,1
"Sticky Fingers of Time, The",1997,90,250000,5.5,129,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,0,0,0,0
"Stigmata",1999,103,32000000,6,14062,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Still Lover",2003,5,1000,7.7,7,0,14.5,0,0,0,0,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,1
"Sting, The",1973,129,5500000,8.4,23678,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,1,0,0,0
"Stir of Echoes",1999,99,13000000,7,11433,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,"R",0,0,0,0,0,0,0
"Stolen Summer",2002,91,1500000,6.2,801,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,0,1,0,0,0
"Story of Alexander Graham Bell, The",1939,98,1500000,7.2,141,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0
"Story of Dr. Wassell, The",1944,140,2720000,6.7,136,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",1,0,0,1,0,1,0
"Story of Us, The",1999,95,50000000,5.6,4953,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Story of Vernon and Irene Castle, The",1939,93,1196000,6.7,248,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,14.5,"",0,0,0,0,0,1,0
"Story of a Three-Day Pass, The",1968,87,100000,4.7,104,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Story of the Kelly Gang, The",1906,70,2250,6,13,4.5,0,0,0,14.5,0,4.5,14.5,0,45.5,"",0,0,0,0,0,0,0
"Straight Out of Brooklyn",1991,79,450000,5.4,107,4.5,4.5,4.5,14.5,4.5,24.5,24.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Straight Story, The",1999,112,10000000,8.1,14679,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Straight to Hell",1987,86,1000000,4.9,464,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,"",0,0,1,0,0,0,0
"Strange Days",1995,145,42000000,6.9,11869,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Strange Interlude",1932,109,408000,5.8,97,4.5,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Strangeland",1998,92,2000000,4.4,1179,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Stranger Than Paradise",1983,89,90000,7.4,2873,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,1,0,0,0
"Stranger on the Third Floor",1940,64,171200,6.9,233,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,0,1,0,0,0
"Strangers",2004,9,1000,9.7,6,0,0,0,0,0,0,0,0,34.5,64.5,"",0,0,0,1,0,0,1
"Strangers on a Train",1951,103,1200000,8.3,10624,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG",0,0,0,1,0,0,0
"Straw Dogs",1971,113,3251794,7.4,4755,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Street Pirates",1994,94,650000,8.2,111,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,"",0,0,0,0,1,0,0
"Street Scene",1931,80,584000,7.9,146,0,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,24.5,"",0,0,0,1,0,0,0
"Streetcar Named Desire, A",1951,125,1800000,8.1,9623,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Streets of Fire",1984,93,14500000,6.2,1860,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,"",1,0,0,0,0,1,0
"Strike Up the Band",1940,120,838661,6.7,142,4.5,4.5,0,4.5,4.5,24.5,24.5,14.5,4.5,24.5,"",0,0,1,0,0,0,0
"Stripes",1981,106,10000000,6.8,7406,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Striporama",1953,70,40000,7.7,14,14.5,0,0,0,0,4.5,14.5,4.5,4.5,45.5,"",0,0,0,0,0,0,0
"Striptease",1996,117,50000000,3.8,7998,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Stryker's War",1985,84,100000,5.1,146,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,"",1,0,0,0,0,0,0
"Stuart Little",1999,81,103000000,6,8009,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Stuart Little 2",2002,82,120000000,5.9,2324,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Student Nurses, The",1970,89,150000,3.4,29,14.5,4.5,14.5,14.5,24.5,4.5,14.5,0,4.5,14.5,"",0,0,0,1,0,0,0
"Student Prince in Old Heidelberg, The",1927,106,1205000,7.9,155,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",0,0,1,1,0,1,0
"Student of Prague, The",2004,9,8000,8.7,7,14.5,0,0,0,0,0,0,0,0,84.5,"",0,0,0,1,0,0,1
"Stuff, The",1985,93,1700000,4.9,701,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Stupids, The",1996,94,25000000,3.7,1503,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Sub Down",1997,93,17000000,4.4,322,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Sub terra",2003,105,1200000,7,56,0,4.5,0,4.5,4.5,14.5,24.5,14.5,4.5,24.5,"",0,0,0,1,0,1,0
"Submarine",1928,93,150000,6.7,17,0,0,0,0,4.5,24.5,34.5,24.5,4.5,4.5,"",1,0,0,1,0,0,0
"Subterraneans, The",1960,89,931724,4.7,54,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Suburbia",1984,94,1000000,6.8,481,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",0,0,0,0,0,0,0
"Suddenly, Last Summer",1959,114,3000000,7.5,1381,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Sugar & Spice",2001,84,11000000,5.3,2901,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Sugar Town",1999,92,250000,5.8,307,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Sugarland Express, The",1974,110,3000000,6.7,1461,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0
"Suicide Inc.",2001,10,8000,3.2,23,4.5,4.5,0,4.5,0,0,4.5,24.5,24.5,34.5,"",0,0,1,0,0,0,1
"Suicide Kings",1997,106,5000000,7,6117,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Sullivan's Travels",1941,90,689665,8.2,2896,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,1,0,0,1,0
"Sum of All Fears, The",2002,123,68000000,6.6,15835,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Sumas y restas",2004,109,1500000,6,12,0,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Summer Catch",2001,105,17000000,4.5,2581,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Summer Holiday",1948,93,2258325,5.7,59,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Summer Solstice",2003,111,300000,2,5,44.5,24.5,0,0,0,0,24.5,24.5,0,0,"",0,0,0,1,0,0,0
"Summer Sonata, A",2004,30,2000,10,5,0,0,0,0,0,0,0,0,0,100,"",0,0,0,1,0,0,1
"Summer of Sam",1999,142,22000000,6.5,8151,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Summer's Gone",1999,96,15000,6,5,0,0,0,0,24.5,64.5,24.5,0,0,0,"",0,0,0,0,0,0,0
"Sunday",1997,94,450000,7.1,249,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0
"Sunday Morning Stripper, The",2003,24,22000,7.9,10,24.5,0,0,0,0,0,0,14.5,14.5,64.5,"",0,0,1,0,0,0,1
"Sunset Blvd.",1950,115,1752000,8.6,16149,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"",0,0,0,1,0,0,0
"Sunshine Deli and Grocery, The",2000,93,300000,8.3,6,0,0,0,0,34.5,0,0,0,0,64.5,"",0,0,1,0,0,0,0
"Sunshine State",2002,141,5600000,7,1481,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,0,1,0,0,0
"Super Mario Bros.",1993,104,42000000,3.6,5376,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"",1,0,1,0,0,0,0
"Super Size Me",2004,100,300000,7.7,9487,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"PG-13",0,0,0,0,1,0,0
"Super Troopers",2001,100,3000000,6.3,7728,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,1,0,0,0,0
"Superbeast",1972,90,275000,1.5,27,74.5,14.5,4.5,0,0,0,0,0,0,4.5,"",0,0,0,0,0,0,0
"Supergirl",1984,150,35000000,3.9,2490,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Superman",1941,10,100000,7.5,148,0,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",1,1,0,0,0,0,1
"Superman",1978,151,55000000,7.1,17327,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",1,0,0,0,0,0,0
"Superman II",1980,127,54000000,6.5,10085,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",1,0,0,0,0,0,0
"Superstar",1999,81,14000000,4.5,2880,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Superstarlet A.D.",2000,70,16000,5.4,23,14.5,0,0,4.5,4.5,14.5,4.5,0,14.5,34.5,"",1,0,1,0,0,0,0
"Supervixens",1975,99,250000,5.8,518,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"",1,0,1,1,0,0,0
"Surface Calm",2001,18,15000,5.1,19,0,0,0,0,14.5,0,4.5,24.5,14.5,45.5,"",0,0,0,1,0,0,1
"Surviving Picasso",1996,125,16000000,6.1,1139,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Susan Lenox (Her Fall and Rise)",1931,76,580000,6.2,118,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0
